song,artist,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Girassol (Acústico),Cidade Negra,66,0.551,0.831,4,-5.138,1,0.0591,0.142,0,0.841,0.825,81.047,audio_features,0mscBkMFduxGFsFEhTv7du,spotify:track:0mscBkMFduxGFsFEhTv7du,https://api.spotify.com/v1/tracks/0mscBkMFduxGFsFEhTv7du,https://api.spotify.com/v1/audio-analysis/0mscBkMFduxGFsFEhTv7du,249707,4
É Isso Aí (The Blower'S Daughter),Ana Carolina & Seu Jorge,61,0.294,0.321,8,-8.783,1,0.0293,0.638,0,0.947,0.224,107.134,audio_features,6tvnj77OJD0DJTgSIi6fQ3,spotify:track:6tvnj77OJD0DJTgSIi6fQ3,https://api.spotify.com/v1/tracks/6tvnj77OJD0DJTgSIi6fQ3,https://api.spotify.com/v1/audio-analysis/6tvnj77OJD0DJTgSIi6fQ3,318027,5
Fique com Deus no Peito - Pantanal,Chico Teixeira & Renato Teixeira,43,0.532,0.44,9,-10.984,0,0.0243,0.138,0.000204,0.118,0.303,95.059,audio_features,0BeP4xKWfsvyZrLV413Pjm,spotify:track:0BeP4xKWfsvyZrLV413Pjm,https://api.spotify.com/v1/tracks/0BeP4xKWfsvyZrLV413Pjm,https://api.spotify.com/v1/audio-analysis/0BeP4xKWfsvyZrLV413Pjm,254529,3
Apenas Mais uma de Amor,Lulu Santos,0,0.394,0.357,5,-12.408,1,0.0347,0.048,0,0.755,0.303,165.834,audio_features,31svfXMDnt8sgu4SuDqL2K,spotify:track:31svfXMDnt8sgu4SuDqL2K,https://api.spotify.com/v1/tracks/31svfXMDnt8sgu4SuDqL2K,https://api.spotify.com/v1/audio-analysis/31svfXMDnt8sgu4SuDqL2K,218093,4
Primeiros Erros (Chove) (feat. Kiko Zambianchi) - Ao Vivo,Capital Inicial & Kiko Zambianchi,66,0.544,0.67,2,-7.694,1,0.0283,0.142,7.65e-06,0.742,0.24,119.946,audio_features,2IcsM3hXMRpN6ZGEvwdqxU,spotify:track:2IcsM3hXMRpN6ZGEvwdqxU,https://api.spotify.com/v1/tracks/2IcsM3hXMRpN6ZGEvwdqxU,https://api.spotify.com/v1/audio-analysis/2IcsM3hXMRpN6ZGEvwdqxU,244267,4
Eu Te Devoro - Ao Vivo,Djavan,63,0.536,0.557,7,-10.799,1,0.0416,0.197,7.33e-06,0.951,0.209,169.88,audio_features,2Px3PZ2qq2uFpRBpfVx8A5,spotify:track:2Px3PZ2qq2uFpRBpfVx8A5,https://api.spotify.com/v1/tracks/2Px3PZ2qq2uFpRBpfVx8A5,https://api.spotify.com/v1/audio-analysis/2Px3PZ2qq2uFpRBpfVx8A5,308413,4
Aonde Quer Que Eu Vá,Os Paralamas Do Sucesso,67,0.6,0.537,0,-7.972,1,0.0273,0.509,0.303,0.101,0.316,78.049,audio_features,0NFVg74sSsdU1gNc9xfpIO,spotify:track:0NFVg74sSsdU1gNc9xfpIO,https://api.spotify.com/v1/tracks/0NFVg74sSsdU1gNc9xfpIO,https://api.spotify.com/v1/audio-analysis/0NFVg74sSsdU1gNc9xfpIO,257333,4
Canção Pra Pedir Perdão,Renato Teixeira,47,0.486,0.399,5,-7.754,1,0.0369,0.792,6.46e-05,0.132,0.459,115.028,audio_features,0sjIyVoVtk4wGyn32tXx09,spotify:track:0sjIyVoVtk4wGyn32tXx09,https://api.spotify.com/v1/tracks/0sjIyVoVtk4wGyn32tXx09,https://api.spotify.com/v1/audio-analysis/0sjIyVoVtk4wGyn32tXx09,225518,3
Nossa Canção,Vanessa Da Mata,55,0.424,0.112,10,-12.566,1,0.0311,0.927,0.000215,0.155,0.264,84.028,audio_features,4Yd36tlxYDPfgu9ymsntKX,spotify:track:4Yd36tlxYDPfgu9ymsntKX,https://api.spotify.com/v1/tracks/4Yd36tlxYDPfgu9ymsntKX,https://api.spotify.com/v1/audio-analysis/4Yd36tlxYDPfgu9ymsntKX,213107,4
Caleidoscópio - Ao Vivo,Os Paralamas Do Sucesso,51,0.567,0.494,7,-11.309,1,0.046,0.245,0.00132,0.712,0.547,175.448,audio_features,2gOhhHSjm3iw4NFY43carm,spotify:track:2gOhhHSjm3iw4NFY43carm,https://api.spotify.com/v1/tracks/2gOhhHSjm3iw4NFY43carm,https://api.spotify.com/v1/audio-analysis/2gOhhHSjm3iw4NFY43carm,256720,4
Amado,Vanessa Da Mata,63,0.696,0.27,0,-10.493,1,0.0352,0.658,0.00137,0.0699,0.274,148.062,audio_features,1h0f2T0DT3EVYnURyV8Rtu,spotify:track:1h0f2T0DT3EVYnURyV8Rtu,https://api.spotify.com/v1/tracks/1h0f2T0DT3EVYnURyV8Rtu,https://api.spotify.com/v1/audio-analysis/1h0f2T0DT3EVYnURyV8Rtu,249940,4
Quando Amanhecer,Lado de Cá,13,0.749,0.457,10,-10.759,1,0.0291,0.14,0.000771,0.137,0.614,98.002,audio_features,5cbIRVlN5t91Tb3Z9Jg9HX,spotify:track:5cbIRVlN5t91Tb3Z9Jg9HX,https://api.spotify.com/v1/tracks/5cbIRVlN5t91Tb3Z9Jg9HX,https://api.spotify.com/v1/audio-analysis/5cbIRVlN5t91Tb3Z9Jg9HX,171595,4
Mistérios da Meia Noite,Zé Ramalho,0,0.494,0.499,2,-11.305,1,0.0368,0.342,0,0.108,0.602,94.277,audio_features,6zMyjIqFvO1IEQAOTEEsfg,spotify:track:6zMyjIqFvO1IEQAOTEEsfg,https://api.spotify.com/v1/tracks/6zMyjIqFvO1IEQAOTEEsfg,https://api.spotify.com/v1/audio-analysis/6zMyjIqFvO1IEQAOTEEsfg,200493,4
Tiro Ao Álvaro,Elis Regina & Adoniran Barbosa,57,0.605,0.662,10,-6.993,1,0.0924,0.432,0,0.116,0.953,93.771,audio_features,0m3hiKjI2QGSKxvG732Ekq,spotify:track:0m3hiKjI2QGSKxvG732Ekq,https://api.spotify.com/v1/tracks/0m3hiKjI2QGSKxvG732Ekq,https://api.spotify.com/v1/audio-analysis/0m3hiKjI2QGSKxvG732Ekq,162360,4
Certas Coisas,Lulu Santos,51,0.548,0.352,5,-12.569,1,0.0271,0.627,3.69e-05,0.962,0.162,87.911,audio_features,7h8fXKTOWxJ96FrTkcdcoo,spotify:track:7h8fXKTOWxJ96FrTkcdcoo,https://api.spotify.com/v1/tracks/7h8fXKTOWxJ96FrTkcdcoo,https://api.spotify.com/v1/audio-analysis/7h8fXKTOWxJ96FrTkcdcoo,246733,4
Vem Cá (Deixa Eu Te Amar),Miguel Rosa & Victor Pradella,44,0.368,0.498,7,-10.189,1,0.114,0.642,0.00709,0.321,0.495,175.627,audio_features,041rydirGSFwbLC9DIZk0u,spotify:track:041rydirGSFwbLC9DIZk0u,https://api.spotify.com/v1/tracks/041rydirGSFwbLC9DIZk0u,https://api.spotify.com/v1/audio-analysis/041rydirGSFwbLC9DIZk0u,178010,4
Johny B. Goode (Johny B. Goode) [Acústico],Cidade Negra,55,0.694,0.783,2,-5.41,1,0.0369,0.0475,0.00126,0.689,0.841,154.055,audio_features,1BkxFAodaIkcM2vynl4CVM,spotify:track:1BkxFAodaIkcM2vynl4CVM,https://api.spotify.com/v1/tracks/1BkxFAodaIkcM2vynl4CVM,https://api.spotify.com/v1/audio-analysis/1BkxFAodaIkcM2vynl4CVM,254533,4
Só os Loucos Sabem,Charlie Brown Jr.,71,0.39,0.396,7,-8.18,1,0.0395,0.738,0,0.0991,0.57,192.178,audio_features,3nI0piSOxAik2RCpHGloB7,spotify:track:3nI0piSOxAik2RCpHGloB7,https://api.spotify.com/v1/tracks/3nI0piSOxAik2RCpHGloB7,https://api.spotify.com/v1/audio-analysis/3nI0piSOxAik2RCpHGloB7,210493,4
Você me faz tão bem,Detonautas Roque Clube,61,0.391,0.797,7,-7.991,0,0.061,0.377,1.52e-05,0.755,0.369,143.605,audio_features,656TZu3G6rnfK9m2Y0zR6g,spotify:track:656TZu3G6rnfK9m2Y0zR6g,https://api.spotify.com/v1/tracks/656TZu3G6rnfK9m2Y0zR6g,https://api.spotify.com/v1/audio-analysis/656TZu3G6rnfK9m2Y0zR6g,254520,4
Seja Para Mim - Acústico,Maneva,65,0.79,0.363,5,-14.371,1,0.0774,0.81,0.000393,0.11,0.36,123.982,audio_features,1GKEM5KnfB07YrtTE7l6ft,spotify:track:1GKEM5KnfB07YrtTE7l6ft,https://api.spotify.com/v1/tracks/1GKEM5KnfB07YrtTE7l6ft,https://api.spotify.com/v1/audio-analysis/1GKEM5KnfB07YrtTE7l6ft,181130,4
Amora,Guilherme Castel & Manu Testa,43,0.742,0.51,5,-7.451,0,0.0295,0.0816,2.18e-05,0.0687,0.659,126.071,audio_features,1Kv4JNcqB9NmGyFX6nb2e7,spotify:track:1Kv4JNcqB9NmGyFX6nb2e7,https://api.spotify.com/v1/tracks/1Kv4JNcqB9NmGyFX6nb2e7,https://api.spotify.com/v1/audio-analysis/1Kv4JNcqB9NmGyFX6nb2e7,221668,4
All Star - Ao Vivo,Nando Reis,65,0.512,0.391,9,-10.4,1,0.0492,0.889,2.63e-06,0.714,0.277,138.094,audio_features,3g5FrnRdbmDQyWNiDIprts,spotify:track:3g5FrnRdbmDQyWNiDIprts,https://api.spotify.com/v1/tracks/3g5FrnRdbmDQyWNiDIprts,https://api.spotify.com/v1/audio-analysis/3g5FrnRdbmDQyWNiDIprts,233613,4
Malandragem - Ao Vivo,Cássia Eller,62,0.673,0.921,0,-6.532,1,0.101,0.281,0,0.768,0.761,135.261,audio_features,2PIHTeccvbpmrSeYrlWkfx,spotify:track:2PIHTeccvbpmrSeYrlWkfx,https://api.spotify.com/v1/tracks/2PIHTeccvbpmrSeYrlWkfx,https://api.spotify.com/v1/audio-analysis/2PIHTeccvbpmrSeYrlWkfx,240799,4
Tarde Vazia (feat. Samuel Rosa) - Versão Acústica,Ira! & Samuel Rosa,61,0.347,0.847,2,-5.352,1,0.0389,0.174,0,0.755,0.351,132.97,audio_features,6tFiwRosuePm2v0DQTyGpj,spotify:track:6tFiwRosuePm2v0DQTyGpj,https://api.spotify.com/v1/tracks/6tFiwRosuePm2v0DQTyGpj,https://api.spotify.com/v1/audio-analysis/6tFiwRosuePm2v0DQTyGpj,258267,4
Boa Sorte / Good Luck (feat. Ben Harper),Vanessa Da Mata & Ben Harper,47,0.676,0.653,11,-9.045,1,0.0391,0.6,0.00422,0.109,0.401,108.849,audio_features,0myfIrXbV7vpYDxBoDrT9q,spotify:track:0myfIrXbV7vpYDxBoDrT9q,https://api.spotify.com/v1/tracks/0myfIrXbV7vpYDxBoDrT9q,https://api.spotify.com/v1/audio-analysis/0myfIrXbV7vpYDxBoDrT9q,277947,4
Mistério,Lado de Cá,6,0.656,0.548,9,-5.796,0,0.0276,0.247,0,0.104,0.103,133.064,audio_features,3G0XO77WLLTKqaAGp8nE16,spotify:track:3G0XO77WLLTKqaAGp8nE16,https://api.spotify.com/v1/tracks/3G0XO77WLLTKqaAGp8nE16,https://api.spotify.com/v1/audio-analysis/3G0XO77WLLTKqaAGp8nE16,195344,4
Eduardo E Mônica,Legião Urbana,66,0.671,0.443,9,-12.776,1,0.0389,0.485,0.000283,0.112,0.589,79.275,audio_features,6Pa6VpdGS8OfiVOEnNAHHw,spotify:track:6Pa6VpdGS8OfiVOEnNAHHw,https://api.spotify.com/v1/tracks/6Pa6VpdGS8OfiVOEnNAHHw,https://api.spotify.com/v1/audio-analysis/6Pa6VpdGS8OfiVOEnNAHHw,271440,4
Segredos,Frejat,45,0.581,0.731,7,-5.189,1,0.0289,0.192,0,0.405,0.579,127.582,audio_features,0Q24mg3fSrFI12AIqF43JL,spotify:track:0Q24mg3fSrFI12AIqF43JL,https://api.spotify.com/v1/tracks/0Q24mg3fSrFI12AIqF43JL,https://api.spotify.com/v1/audio-analysis/0Q24mg3fSrFI12AIqF43JL,233533,4
Dias Melhores - Acústico,Jota Quest,62,0.628,0.662,7,-9.985,1,0.0243,0.0971,0.000136,0.958,0.357,104.027,audio_features,6uCpQP4SZxRaMiqwHZwnNy,spotify:track:6uCpQP4SZxRaMiqwHZwnNy,https://api.spotify.com/v1/tracks/6uCpQP4SZxRaMiqwHZwnNy,https://api.spotify.com/v1/audio-analysis/6uCpQP4SZxRaMiqwHZwnNy,319986,4
Céu Azul (Ao Vivo),Charlie Brown Jr.,57,0.678,0.577,1,-6.096,0,0.0272,0.611,0,0.249,0.694,120.09,audio_features,3XDUFBYZy50XMaTXUZtRXA,spotify:track:3XDUFBYZy50XMaTXUZtRXA,https://api.spotify.com/v1/tracks/3XDUFBYZy50XMaTXUZtRXA,https://api.spotify.com/v1/audio-analysis/3XDUFBYZy50XMaTXUZtRXA,196348,4
Coração,Balara,50,0.577,0.551,0,-6.913,1,0.0352,0.408,3.47e-06,0.0924,0.354,155.861,audio_features,2J879702pMOOmeV0WUO0k5,spotify:track:2J879702pMOOmeV0WUO0k5,https://api.spotify.com/v1/tracks/2J879702pMOOmeV0WUO0k5,https://api.spotify.com/v1/audio-analysis/2J879702pMOOmeV0WUO0k5,198037,4
Tempos Modernos,Lulu Santos,64,0.604,0.638,5,-8.235,1,0.029,0.0564,0,0.965,0.784,125.867,audio_features,1TIvODlICRKM5uhbKbNFGA,spotify:track:1TIvODlICRKM5uhbKbNFGA,https://api.spotify.com/v1/tracks/1TIvODlICRKM5uhbKbNFGA,https://api.spotify.com/v1/audio-analysis/1TIvODlICRKM5uhbKbNFGA,224907,4
Encostar na Tua,Ana Carolina,60,0.59,0.576,4,-7.408,1,0.0261,0.219,0,0.166,0.419,99.941,audio_features,4zVlul17Z9SGqwgmbwm10Z,spotify:track:4zVlul17Z9SGqwgmbwm10Z,https://api.spotify.com/v1/tracks/4zVlul17Z9SGqwgmbwm10Z,https://api.spotify.com/v1/audio-analysis/4zVlul17Z9SGqwgmbwm10Z,251427,4
Não Me Deixe Só,Vanessa Da Mata,60,0.731,0.469,2,-10.724,1,0.0379,0.333,0.0115,0.0976,0.641,107.093,audio_features,2ukW9zOr51AYeLSmCtTVqW,spotify:track:2ukW9zOr51AYeLSmCtTVqW,https://api.spotify.com/v1/tracks/2ukW9zOr51AYeLSmCtTVqW,https://api.spotify.com/v1/audio-analysis/2ukW9zOr51AYeLSmCtTVqW,189667,4
Velha Infancia - 2004 Digital Remaster;,Tribalistas,0,0.361,0.596,6,-8.152,0,0.0375,0.493,0.000138,0.162,0.574,84.847,audio_features,3KYlOzxN5xO7eEauO1VF06,spotify:track:3KYlOzxN5xO7eEauO1VF06,https://api.spotify.com/v1/tracks/3KYlOzxN5xO7eEauO1VF06,https://api.spotify.com/v1/audio-analysis/3KYlOzxN5xO7eEauO1VF06,250453,3
Oceano (Ao Vivo),Djavan,52,0.397,0.281,7,-10.398,1,0.034,0.774,6.1e-06,0.841,0.223,83.361,audio_features,5hiZnjiGneVZ8qdlBf86VM,spotify:track:5hiZnjiGneVZ8qdlBf86VM,https://api.spotify.com/v1/tracks/5hiZnjiGneVZ8qdlBf86VM,https://api.spotify.com/v1/audio-analysis/5hiZnjiGneVZ8qdlBf86VM,217227,3
"Na Rua, Na Chuva, Na Fazenda (Casinha De Sapê) - Ao Vivo",Kid Abelha & Lenine,65,0.686,0.722,4,-7.104,1,0.0406,0.106,0.000172,0.97,0.762,137.99,audio_features,1LQRCQM85uyfYkQeANMYFI,spotify:track:1LQRCQM85uyfYkQeANMYFI,https://api.spotify.com/v1/tracks/1LQRCQM85uyfYkQeANMYFI,https://api.spotify.com/v1/audio-analysis/1LQRCQM85uyfYkQeANMYFI,197693,4
Como Eu Quero - Live,Kid Abelha & Edgard Scandurra,65,0.724,0.683,0,-9.41,1,0.0364,0.575,0.000258,0.842,0.644,122.021,audio_features,2O4UvB3S7PFKIy0UPyVavJ,spotify:track:2O4UvB3S7PFKIy0UPyVavJ,https://api.spotify.com/v1/tracks/2O4UvB3S7PFKIy0UPyVavJ,https://api.spotify.com/v1/audio-analysis/2O4UvB3S7PFKIy0UPyVavJ,183747,4
Algo Me Diz,Balara,55,0.601,0.631,0,-7.432,1,0.0366,0.343,0,0.155,0.504,159.957,audio_features,7qRVwCZQ46l0dSKz7hhqA2,spotify:track:7qRVwCZQ46l0dSKz7hhqA2,https://api.spotify.com/v1/tracks/7qRVwCZQ46l0dSKz7hhqA2,https://api.spotify.com/v1/audio-analysis/7qRVwCZQ46l0dSKz7hhqA2,173704,4
O Segundo Sol - Ao Vivo,Cássia Eller,63,0.424,0.713,0,-7.406,1,0.049,0.533,0,0.741,0.461,151.281,audio_features,6nq1UXqPzEPPIG54YMSnhn,spotify:track:6nq1UXqPzEPPIG54YMSnhn,https://api.spotify.com/v1/tracks/6nq1UXqPzEPPIG54YMSnhn,https://api.spotify.com/v1/audio-analysis/6nq1UXqPzEPPIG54YMSnhn,257106,4
Maluco beleza,Raul Seixas,60,0.242,0.511,0,-12.0,1,0.0666,0.411,0,0.58,0.552,181.657,audio_features,1qD6F4egXG4T8niy2nBi8U,spotify:track:1qD6F4egXG4T8niy2nBi8U,https://api.spotify.com/v1/tracks/1qD6F4egXG4T8niy2nBi8U,https://api.spotify.com/v1/audio-analysis/1qD6F4egXG4T8niy2nBi8U,204667,4
Pais e Filhos - Ao Vivo,Legião Urbana,44,0.468,0.657,7,-5.454,1,0.0233,0.09,5.65e-05,0.697,0.501,97.547,audio_features,6CKlOEq2vAnjQqPP55xh6G,spotify:track:6CKlOEq2vAnjQqPP55xh6G,https://api.spotify.com/v1/tracks/6CKlOEq2vAnjQqPP55xh6G,https://api.spotify.com/v1/audio-analysis/6CKlOEq2vAnjQqPP55xh6G,281520,4
Onde Você Mora? (Acústico),Cidade Negra,61,0.566,0.739,7,-7.151,1,0.0357,0.0188,1.04e-06,0.736,0.613,76.106,audio_features,1FoMS3lbQ2RCbEfLoMyxNH,spotify:track:1FoMS3lbQ2RCbEfLoMyxNH,https://api.spotify.com/v1/tracks/1FoMS3lbQ2RCbEfLoMyxNH,https://api.spotify.com/v1/audio-analysis/1FoMS3lbQ2RCbEfLoMyxNH,255933,4
A Sua Luz É Boa,Allê Barbosa & Simone Prado,39,0.675,0.772,3,-5.36,1,0.0489,0.0992,0.000426,0.216,0.812,95.957,audio_features,3mV9kpx8NW3EchS7UIObUy,spotify:track:3mV9kpx8NW3EchS7UIObUy,https://api.spotify.com/v1/tracks/3mV9kpx8NW3EchS7UIObUy,https://api.spotify.com/v1/audio-analysis/3mV9kpx8NW3EchS7UIObUy,204883,4
Era Um Garoto Que Como Eu Amava Os Beatles E Os Rollings Stones (C'Era Un Ragazzo Che Come Me Amava I Beatles E I Rolling Stones) - Ao Vivo,Engenheiros Do Hawaii,56,0.674,0.839,5,-8.326,1,0.0849,0.476,2.66e-05,0.693,0.704,146.052,audio_features,2FP3xfIkR1rUyt5EKN6YsN,spotify:track:2FP3xfIkR1rUyt5EKN6YsN,https://api.spotify.com/v1/tracks/2FP3xfIkR1rUyt5EKN6YsN,https://api.spotify.com/v1/audio-analysis/2FP3xfIkR1rUyt5EKN6YsN,187806,4
Tempo Perdido,Legião Urbana,71,0.293,0.662,4,-13.076,0,0.0486,0.0079,0.00112,0.271,0.221,186.007,audio_features,7MnT7msJZg3XBAS0OTfGrB,spotify:track:7MnT7msJZg3XBAS0OTfGrB,https://api.spotify.com/v1/tracks/7MnT7msJZg3XBAS0OTfGrB,https://api.spotify.com/v1/audio-analysis/7MnT7msJZg3XBAS0OTfGrB,302200,4
Refrão de Bolero (Ao Vivo),Pouca Vogal,48,0.519,0.435,11,-8.348,0,0.0354,0.724,8.81e-05,0.746,0.311,150.154,audio_features,21Y2IgF2u7IpXSjmOMYO90,spotify:track:21Y2IgF2u7IpXSjmOMYO90,https://api.spotify.com/v1/tracks/21Y2IgF2u7IpXSjmOMYO90,https://api.spotify.com/v1/audio-analysis/21Y2IgF2u7IpXSjmOMYO90,182147,4
Hoje Caminhei,Nicolas Candido,43,0.603,0.326,10,-12.698,0,0.0801,0.318,0.00113,0.0859,0.49,104.41,audio_features,3RDDPTFuikYlu0A4OXCCkl,spotify:track:3RDDPTFuikYlu0A4OXCCkl,https://api.spotify.com/v1/tracks/3RDDPTFuikYlu0A4OXCCkl,https://api.spotify.com/v1/audio-analysis/3RDDPTFuikYlu0A4OXCCkl,160171,4
